1,-8.697,155.007,1,9,1,246.33424,46.67306737,14.61368421,14.66421474,0.176561053,-9.346376842,-12.34169895,11.18338211,7.405288421,9.313765263,3.201169474,-0.152733684,5.809709474,14.93082045,802.2059484,1255.514569,580.0304717,598.4852228,575.3376714,322.0686026,321.7260293,232.7006086,186.8053028,181.9386884,151.5080113
1,-12.786,117.429,4,7,1,250.22649,42.5666155,17.21789717,53.48421311,1.564362146,-8.884631893,-13.08888972,-9.76261997,1.373769001,1.092876304,1.479490313,1.517014903,8.56261848,22.57545973,691.140671,809.7558024,563.9080702,492.8038189,378.3827992,372.8750442,231.9419568,246.3133053,168.400152,85.28246177,339.8971732
1,-14.093,141.536,4,9,0,307.06893,40.97650683,-13.60977904,39.56616856,-5.60203303,-17.75481891,-21.83326082,-5.600732346,2.291769932,3.526176538,1.535448747,2.763957859,3.388757403,34.29499422,1062.180815,1093.684935,343.5560474,889.1633139,218.1117956,304.8628644,178.3521611,440.4788669,142.669283,81.06132613,208.3551524
1,-20.142,142.76,3,11,0,94.24934,34.84713953,-28.42969186,42.30553488,-10.6477907,-7.316726744,-27.3149593,-1.134924419,1.700494186,6.697040698,4.262738372,0.366005814,8.364331395,22.01618317,7838.321673,1154.653664,1091.284775,928.2281421,215.5117351,303.5482801,195.9667112,391.3681486,92.61071225,152.6544492,204.4605303
1,-7.934,143.228,1,4,0,219.79383,47.18502281,23.75446515,38.60209252,6.836512041,-26.88679848,-13.28735615,9.492860583,6.446324461,-7.112283904,-3.080929024,3.424330798,-0.670754119,6.536850778,1423.018583,1019.980355,477.1798019,916.8951151,452.7827376,271.5426313,272.6738407,281.1444318,230.773822,178.7101863,173.7172402
1,-10.428,155.208,4,11,0,358.21669,44.7572538,-8.318856685,43.34232426,8.256172138,-29.59173339,-16.53943395,8.184773419,1.28681265,-3.628452362,-2.428410729,4.561477982,-3.204293034,11.26097541,1269.179552,841.3026925,662.2668418,643.0213143,416.0674918,290.3132303,303.8752195,265.1586594,196.2686101,150.2527838,152.3313648
1,-8.598,88.21,4,6,0,465.8673,45.11336044,7.957553557,51.81231196,7.400367475,-18.84328851,-21.70329007,2.046836591,6.354035966,-0.520143862,0.32990774,4.198032056,7.150129789,45.51103739,1910.71292,2751.696819,698.0557162,1029.670916,347.4427141,654.8566585,394.9983028,271.4134144,223.7378665,152.255122,208.8266966
1,-8.427,141.311,4,7,1,308.61016,46.13289107,16.56806379,24.55533759,-5.504063788,-11.98185083,-23.69948479,2.610661433,2.768075564,-0.377923454,-0.007233562,1.45561629,-2.274937193,39.85990475,1198.008864,1297.171199,406.9449103,903.9169549,325.5038949,332.8934279,191.3206235,451.6956196,162.0931556,100.5847849,216.1432562
1,-12.559,129.695,4,11,0,279.50975,42.43026064,-20.5029508,52.20198005,1.748389628,-17.42187633,-10.01270346,-0.941541223,-1.226898936,12.13877793,-3.471200798,2.131570479,17.28544947,14.92542053,2582.709048,2886.685739,1100.706672,1603.975836,425.4260588,529.0540942,339.8198646,387.4435079,276.9641284,200.8749079,335.4292723
1,-8.17,121.018,4,10,1,176.77016,45.29264563,22.19067961,31.57632686,5.086797735,-26.50595631,-4.692914239,-0.036598706,2.290723301,0.491171521,-1.893935275,2.869711974,5.007001618,61.59982593,1026.402434,1366.104356,806.416203,666.9515234,655.7439692,288.8334597,389.9823558,330.8507503,244.3813515,189.6358366,220.2363253
